iter	Logloss
144	0.3626943636
145	0.362667468
146	0.3626237805
147	0.3625836501
148	0.3625542982
149	0.3625234525
150	0.3624721331
151	0.3624329379
152	0.3623881129
153	0.3623579158
154	0.3623209965
155	0.3622839668
156	0.362245713
157	0.3622184019
158	0.3621866995
159	0.3621497546
160	0.362083329
161	0.3620424623
162	0.362001861
163	0.361975199
164	0.3619208935
165	0.361891169
166	0.3618650762
167	0.3618216497
168	0.3617961644
169	0.3617715177
170	0.361743767
171	0.3617143974
172	0.3616794821
173	0.3616496821
174	0.3616235241
175	0.3615962212
176	0.3615596526
177	0.3615319017
178	0.3615075288
179	0.3614821055
180	0.3614232521
181	0.3613871853
182	0.3613587893
183	0.3613376409
184	0.3612989656
185	0.3612569468
186	0.3612326966
187	0.3612117821
188	0.3611889521
189	0.3611623323
190	0.361114454
191	0.3610632316
192	0.3610379405
193	0.3610179522
194	0.3609681396
195	0.3609351444
196	0.3609096299
197	0.3608634532
198	0.3608275311
199	0.3607968778
200	0.3607558228
201	0.3607239554
202	0.3607006498
203	0.3606746121
204	0.3606473689
205	0.3606271628
206	0.3606022035
207	0.3605713564
208	0.3605460225
209	0.3605166755
210	0.3604885265
211	0.3604628217
212	0.360431643
213	0.360384784
214	0.3603522417
215	0.3603332934
216	0.3603090392
217	0.3602879962
218	0.3602615772
219	0.3602338648
220	0.3602088402
221	0.3601926462
222	0.3601687833
223	0.3601447578
224	0.3601192971
225	0.3600981265
226	0.3600640231
227	0.360041845
228	0.3600192591
229	0.3599903723
230	0.359952296
231	0.3599137799
232	0.3598904102
233	0.3598674864
234	0.3598473955
235	0.3598188749
236	0.3597897383
237	0.3597595982
238	0.3597399871
239	0.3597180417
240	0.3596809865
241	0.3596534461
242	0.3596307511
243	0.3596023997
244	0.3595789753
245	0.3595576537
246	0.3595269641
247	0.3595061404
248	0.3594877174
249	0.3594654032
250	0.3594491585
251	0.3594192424
252	0.3593962138
253	0.3593633253
254	0.3593461782
255	0.3593259481
256	0.359294719
257	0.3592628125
258	0.3592399889
259	0.3592009909
260	0.3591784311
261	0.359156371
262	0.3591320936
263	0.3591119046
264	0.3590844642
265	0.3590587206
266	0.3590361737
267	0.3590097613
268	0.3589828044
269	0.3589571307
270	0.358928901
271	0.3589081143
272	0.3588787895
273	0.3588545018
274	0.3588263172
275	0.3588025592
276	0.3587820391
277	0.3587556523
278	0.3587345895
279	0.3587169178
280	0.3586942576
281	0.3586619411
282	0.3586400415
283	0.35861412
284	0.35859271
285	0.3585791098
286	0.3585608338
287	0.3585348098
288	0.3584987388
289	0.3584763232
290	0.3584519519
291	0.3584336951
292	0.3584100978
293	0.3583811124
294	0.3583610946
295	0.3583287732
296	0.3583025898
297	0.3582839334
298	0.3582524139
299	0.3582235403
300	0.3582028586
301	0.3581716654
302	0.3581438591
303	0.3581220987
304	0.3580975844
305	0.3580751983
306	0.3580559216
307	0.3580386513
308	0.3580143859
309	0.357996782
310	0.3579767819
311	0.357949849
312	0.3579231632
313	0.357908491
314	0.3578947391
315	0.3578701419
316	0.3578530164
317	0.3578280202
318	0.3578111783
319	0.3577858076
320	0.3577650124
321	0.3577497673
322	0.3577258436
323	0.3577111774
324	0.3576866043
325	0.3576640687
326	0.3576393141
327	0.3576152715
328	0.3575831393
329	0.3575690876
330	0.3575383172
331	0.3575262784
332	0.3575069648
333	0.357482985
334	0.3574660295
335	0.3574436795
336	0.3574186839
337	0.3573882066
338	0.3573704786
339	0.3573490195
340	0.3573227839
341	0.3573011687
342	0.3572831202
343	0.3572576
344	0.3572337412
345	0.3572090055
346	0.3571950408
347	0.3571681171
348	0.3571485894
349	0.3571336216
350	0.3571124854
351	0.3570845618
352	0.3570618011
353	0.3570421435
354	0.3570160464
355	0.3569963007
356	0.356981341
357	0.3569645791
358	0.3569393705
359	0.3569251103
360	0.3569048739
361	0.3568831181
362	0.3568448233
363	0.3568214954
364	0.3568030571
365	0.3567781156
366	0.3567627038
367	0.3567484967
368	0.3567265225
369	0.3567093233
370	0.3566929938
371	0.3566727486
372	0.3566452621
373	0.356626077
374	0.3566016346
375	0.3565770031
376	0.3565531372
377	0.3565334412
378	0.356516962
379	0.3564884908
380	0.3564701053
381	0.3564460378
382	0.3564206387
383	0.3564017144
384	0.3563816694
385	0.3563599324
386	0.3563368998
387	0.356314877
388	0.3562967244
389	0.3562763725
390	0.3562511795
391	0.3562315778
392	0.3562200991
393	0.3562007015
394	0.3561796898
395	0.3561638725
396	0.3561454283
397	0.3561301553
398	0.3561142644
399	0.3560900903
400	0.3560743949
401	0.3560561438
402	0.356038913
403	0.356014958
404	0.3560039741
405	0.3559860731
406	0.3559636751
407	0.3559430843
408	0.3559262387
409	0.3559009306
410	0.3558827494
411	0.3558573883
412	0.3558308809
413	0.3558080613
414	0.3557890589
415	0.3557711242
416	0.3557514118
417	0.3557316443
418	0.355705765
419	0.3556804394
420	0.3556648478
421	0.3556453536
422	0.3556289748
423	0.3556163079
424	0.3555967416
425	0.3555829851
426	0.3555728437
427	0.3555536219
428	0.3555423489
429	0.3555280085
430	0.3555077766
431	0.3554908915
432	0.3554701994
433	0.3554459677
434	0.3554294934
435	0.3554046009
436	0.3553857802
437	0.3553703023
438	0.3553531689
439	0.3553334339
440	0.355317982
441	0.3552963222
442	0.3552714602
443	0.3552481464
444	0.3552290544
445	0.355205727
446	0.3551888946
447	0.3551697246
448	0.355149617
449	0.3551326729
450	0.3551167404
451	0.3550991293
452	0.3550828951
453	0.3550686488
454	0.3550477497
455	0.3550284288
456	0.3550082514
457	0.3549851188
458	0.3549663361
459	0.3549485783
460	0.3549300988
461	0.3549123755
462	0.354894029
463	0.3548779624
464	0.354861193
465	0.3548255202
466	0.354808926
467	0.3547937876
468	0.3547762083
469	0.3547585957
470	0.3547362593
471	0.3547265197
472	0.354708795
473	0.3546899114
474	0.3546722775
475	0.3546576296
476	0.354641354
477	0.354626024
478	0.354609642
479	0.3545917393
480	0.3545694127
481	0.3545466288
482	0.3545324564
483	0.3545085215
484	0.3544895979
485	0.3544724983
486	0.3544582076
487	0.3544395917
488	0.354423581
489	0.3544025101
490	0.3543857129
491	0.3543653502
492	0.3543496982
493	0.3543328857
494	0.3543088658
495	0.354294834
496	0.3542813808
497	0.3542682316
498	0.3542490875
499	0.3542294735
500	0.3542141476
501	0.3541975446
502	0.3541759952
503	0.3541577676
504	0.3541442002
505	0.3541340102
506	0.3541110494
507	0.354096638
508	0.3540870968
509	0.3540679135
510	0.3540539853
511	0.3540323894
512	0.3540144261
513	0.3539990975
514	0.3539787941
515	0.3539632036
516	0.3539405824
517	0.3539244084
518	0.3539124319
519	0.3538999946
520	0.3538832365
521	0.3538676531
522	0.3538518791
523	0.353837805
524	0.353820568
525	0.3538049896
526	0.3537944724
527	0.3537740336
528	0.3537512965
529	0.3537364497
530	0.3537161524
531	0.3536987593
532	0.3536834328
533	0.3536593788
534	0.3536416216
535	0.353629008
536	0.3536133723
537	0.3535973676
538	0.3535779109
539	0.3535634077
540	0.3535475043
541	0.3535287285
542	0.3535070696
543	0.353490489
544	0.3534709703
545	0.3534564784
546	0.3534334914
547	0.3534154101
548	0.3534015317
549	0.3533840665
550	0.3533662222
551	0.3533531189
552	0.3533397897
553	0.3533267163
554	0.3533117752
555	0.3533005084
556	0.3532856808
557	0.3532678334
558	0.353248028
559	0.353229982
560	0.3532094661
561	0.3531956219
562	0.3531702062
563	0.3531570562
564	0.3531413654
565	0.3531230226
566	0.3531096545
567	0.3530896729
568	0.3530803537
569	0.3530627697
570	0.3530470728
571	0.3530351258
572	0.3530185072
573	0.3530025095
574	0.352988662
575	0.3529687311
576	0.3529544733
577	0.3529426286
578	0.3529278398
579	0.3529092028
580	0.3528966605
581	0.3528825374
582	0.3528680794
583	0.3528529188
584	0.3528361859
585	0.3528186716
586	0.3528050421
587	0.3527907776
588	0.3527782594
589	0.3527515861
590	0.3527300112
591	0.3527117208
592	0.352694572
593	0.3526729302
594	0.3526592986
595	0.3526404978
596	0.3526262094
597	0.3526080022
598	0.3525918648
599	0.3525682538
